date,avg_hourly_temperature,min_windchill,avg_relative_humidity,avg_dew_point,avg_wind_speed,max_wind_gust,wind_gust_dir_10s,avg_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,sunlight
2013-05-14,14.66,,35.0,-1.2,19.71,50.0,29.0,2.9,3.9,0.0,9.1,4.1,0.5,15.85
2013-05-13,16.29,,40.0,2.2,14.83,39.0,27.0,2.8,1.7,0.0,11.3,6.3,0.0,15.8
2013-05-12,19.73,,37.4,4.3,17.17,78.0,33.0,2.8,0.0,2.5,15.4,10.4,0.5,15.73
2013-05-11,15.51,,31.3,-1.8,18.08,44.0,17.0,3.0,2.6,0.0,10.4,5.4,0.0,15.68
2013-05-10,9.08,,45.2,-3.0,11.71,,,2.8,8.7,0.0,4.3,0.0,0.5,15.62
2013-05-09,16.64,,35.2,0.3,17.92,59.0,32.0,3.0,0.4,0.0,12.6,7.5,1.0,15.57
2013-05-08,12.7,,36.3,-2.1,20.67,41.0,15.0,2.5,5.2,0.0,7.8,2.8,0.0,15.52
2013-05-07,9.46,,42.5,-3.0,20.54,69.0,35.0,2.4,7.0,0.0,6.0,1.0,0.0,15.45
2013-05-06,21.0,,27.0,-0.8,15.5,76.0,3.0,3.8,0.0,0.9,13.8,8.8,0.5,15.38
2013-05-05,18.02,,30.7,-0.7,10.25,33.0,32.0,3.0,0.7,0.0,12.3,7.3,0.0,15.32
2013-05-04,13.93,,38.3,-1.8,10.17,33.0,20.0,3.0,5.5,0.0,7.5,2.5,0.0,15.25
2013-05-03,12.01,,43.7,-0.3,17.38,39.0,31.0,2.5,6.2,0.0,6.8,1.8,0.0,15.2
2013-05-02,11.41,,38.2,-2.9,13.04,44.0,27.0,2.7,6.7,0.0,6.3,1.4,0.0,15.13
2013-05-01,2.94,-9.0,44.9,-8.6,15.83,39.0,16.0,2.7,15.3,0.0,0.0,0.0,0.5,15.07
2013-04-30,-3.08,-14.0,56.0,-10.8,21.17,48.0,32.0,2.1,20.6,0.0,0.0,0.0,0.0,15.0
2013-04-29,0.68,-8.0,77.9,-2.7,23.71,89.0,31.0,2.3,17.5,0.0,0.0,0.0,5.0,14.95
2013-04-28,4.58,-5.0,50.6,-5.4,14.25,37.0,10.0,2.6,12.8,0.0,0.2,0.0,1.0,14.88
2013-04-27,11.32,,43.3,-1.3,18.62,85.0,34.0,2.9,6.5,0.0,6.5,1.5,1.0,14.82
2013-04-26,13.95,,38.0,-0.5,14.21,54.0,34.0,2.8,3.5,0.0,9.4,4.5,0.0,14.75
2013-04-25,10.95,,43.0,-1.6,17.42,52.0,28.0,2.9,7.3,0.0,5.7,0.6,0.0,14.68
2013-04-24,5.64,-6.0,44.7,-6.2,15.12,54.0,31.0,3.4,12.6,0.0,0.4,0.0,0.0,14.6
2013-04-23,3.56,-5.0,40.4,-9.0,15.46,54.0,32.0,3.6,15.0,0.0,0.0,0.0,0.0,14.55
2013-04-22,1.85,-9.0,43.3,-10.1,12.12,,,3.3,16.6,0.0,0.0,0.0,0.5,14.48
2013-04-21,-2.84,-12.0,54.4,-10.9,13.67,33.0,32.0,2.9,20.9,0.0,0.0,0.0,0.0,14.42
2013-04-20,0.48,-10.0,70.9,-4.3,25.29,65.0,32.0,2.5,18.4,0.0,0.0,0.0,0.5,14.35
2013-04-19,1.44,-6.0,74.2,-2.7,17.79,41.0,16.0,3.2,16.2,0.0,0.0,0.0,0.5,14.27
2013-04-18,3.76,,63.5,-2.6,20.0,52.0,31.0,3.1,14.3,0.0,0.0,0.0,0.0,14.2
2013-04-17,1.76,-7.0,53.5,-6.9,16.42,39.0,16.0,3.6,17.3,0.0,0.0,0.0,0.5,14.15
2013-04-16,0.9,-6.0,51.4,-8.2,7.0,,,3.5,17.7,0.0,0.0,0.0,0.0,14.08
2013-04-15,0.08,-5.0,56.3,-7.8,8.71,32.0,6.0,3.5,18.4,0.0,0.0,0.0,0.0,14.0
2013-04-14,-0.27,-7.0,69.0,-5.4,7.96,,,3.3,18.7,0.0,0.0,0.0,0.5,13.93
2013-04-13,-0.33,-8.0,74.1,-4.4,21.83,44.0,7.0,3.5,18.4,0.0,0.0,0.0,0.5,13.87
2013-04-12,0.68,-6.0,62.6,-5.8,13.29,39.0,14.0,3.5,18.0,0.0,0.0,0.0,0.0,13.78
2013-04-11,2.87,-5.0,60.8,-4.2,20.54,46.0,29.0,3.1,15.2,0.0,0.0,0.0,0.5,13.73
2013-04-10,1.07,-7.0,67.6,-4.4,13.71,46.0,17.0,2.9,16.6,0.0,0.0,0.0,1.0,13.67
2013-04-09,-3.77,-16.0,57.4,-11.0,24.62,56.0,16.0,3.3,22.6,0.0,0.0,0.0,1.0,13.58
2013-04-08,-7.3,-17.0,54.8,-15.0,8.92,,,3.6,26.1,0.0,0.0,0.0,0.5,13.52
2013-04-07,-4.67,-14.0,70.0,-9.4,12.12,,,3.2,25.1,0.0,0.0,0.0,1.5,13.43
2013-04-06,-5.7,-14.0,75.3,-9.4,10.75,,,2.9,23.8,0.0,0.0,0.0,0.0,13.37
2013-04-05,-4.45,-13.0,78.2,-7.7,14.83,33.0,35.0,3.0,22.4,0.0,0.0,0.0,5.5,13.32
2013-04-04,-0.08,-8.0,62.0,-6.5,18.88,44.0,15.0,3.5,18.6,0.0,0.0,0.0,0.0,13.23
2013-04-03,0.46,-7.0,53.1,-8.0,13.38,41.0,32.0,3.2,17.2,0.0,0.0,0.0,0.0,13.17
2013-04-02,2.92,-7.0,60.0,-4.2,13.0,41.0,30.0,4.1,14.5,0.0,0.0,0.0,0.5,13.08
2013-04-01,0.35,-4.0,60.3,-6.7,10.62,41.0,2.0,4.4,18.8,0.0,0.0,0.0,0.5,13.02
2013-03-31,2.11,-5.0,59.0,-5.3,8.71,,,4.1,15.9,0.0,0.0,0.0,0.0,12.97
2013-03-30,1.79,-6.0,50.6,-7.6,8.71,,,4.4,16.1,0.0,0.0,0.0,0.0,12.88
2013-03-29,3.17,-5.0,59.2,-4.4,5.04,,,6.2,14.2,0.0,0.0,0.0,0.5,12.82
2013-03-28,2.24,-7.0,60.8,-5.0,5.96,,,6.2,16.4,0.0,0.0,0.0,0.0,12.73
2013-03-27,1.2,-9.0,59.4,-6.1,6.75,,,6.0,15.8,0.0,0.0,0.0,0.5,12.67
2013-03-26,-5.78,-16.0,68.8,-11.0,7.46,,,5.5,24.6,0.0,0.0,0.0,0.0,12.58
2013-03-25,-8.27,-16.0,70.8,-12.9,8.12,,,4.9,27.3,0.0,0.0,0.0,0.0,12.53
2013-03-24,-10.41,-22.0,67.8,-15.7,8.79,,,4.5,30.2,0.0,0.0,0.0,0.5,12.47
2013-03-23,-13.48,-25.0,73.8,-17.3,7.75,,,3.6,32.4,0.0,0.0,0.0,0.5,12.38
2013-03-22,-12.32,-24.0,75.2,-15.9,15.67,37.0,31.0,2.7,30.6,0.0,0.0,0.0,0.5,12.32
2013-03-21,-7.3,-17.0,82.8,-9.7,16.33,,,3.5,25.4,0.0,0.0,0.0,4.0,12.23
2013-03-20,-2.87,-12.0,63.3,-9.0,26.0,52.0,14.0,3.4,20.4,0.0,0.0,0.0,1.0,12.17
2013-03-19,-6.88,-21.0,60.7,-13.7,11.0,37.0,1.0,4.1,26.8,0.0,0.0,0.0,0.0,12.1
2013-03-18,-12.65,-20.0,69.2,-17.1,8.17,,,3.7,29.6,0.0,0.0,0.0,1.5,12.03
2013-03-17,-14.6,-24.0,65.5,-19.7,10.83,,,3.2,32.6,0.0,0.0,0.0,1.5,11.95
2013-03-16,-13.92,-24.0,70.2,-18.2,15.62,35.0,13.0,3.4,31.9,0.0,0.0,0.0,3.0,11.88
2013-03-15,-13.96,-22.0,70.9,-18.2,9.88,32.0,34.0,3.3,33.1,0.0,0.0,0.0,3.5,11.82
2013-03-14,-15.88,-26.0,75.9,-19.2,15.12,,,2.9,33.1,0.0,0.0,0.0,1.0,11.73
2013-03-13,-7.42,-21.0,80.1,-10.3,13.75,,,3.5,25.9,0.0,0.0,0.0,0.0,11.67
2013-03-12,-3.07,-11.0,65.8,-8.6,14.88,41.0,17.0,3.6,20.8,0.0,0.0,0.0,0.5,11.6
2013-03-11,-1.35,-10.0,63.5,-7.5,15.0,59.0,32.0,3.1,18.8,0.0,0.0,0.0,0.0,11.53
2013-03-10,0.56,-7.0,55.9,-7.5,14.22,63.0,31.0,3.6,16.9,0.0,0.0,0.0,1.0,11.47
2013-03-09,-3.65,-14.0,61.2,-10.2,8.79,,,4.2,23.3,0.0,0.0,0.0,1.0,11.47
2013-03-08,-7.49,-21.0,70.3,-12.2,11.33,,,4.7,25.4,0.0,0.0,0.0,0.0,11.32
2013-03-07,-10.06,-20.0,75.2,-13.6,11.88,,,3.2,27.2,0.0,0.0,0.0,0.0,11.25
2013-03-06,-8.19,-18.0,74.8,-11.9,11.96,,,3.7,25.9,0.0,0.0,0.0,0.0,11.17
2013-03-05,-7.35,-17.0,72.2,-11.6,12.92,33.0,16.0,4.0,26.8,0.0,0.0,0.0,0.5,11.1
2013-03-04,-4.81,-11.0,71.6,-9.2,7.67,,,3.3,23.5,0.0,0.0,0.0,0.0,11.05
2013-03-03,-2.27,-10.0,73.5,-6.4,15.88,,,3.0,20.1,0.0,0.0,0.0,1.0,10.97
2013-03-02,1.56,-4.0,84.3,-0.8,7.71,,,3.3,16.0,0.0,0.0,0.0,0.5,10.9
2013-03-01,1.97,-6.0,66.8,-3.7,10.42,33.0,18.0,3.6,15.8,0.0,0.0,0.0,0.0,10.83
2013-02-28,-1.13,-12.0,60.4,-8.2,10.92,37.0,2.0,4.2,20.1,0.0,0.0,0.0,1.0,10.75
2013-02-27,-4.98,-14.0,77.8,-8.3,12.33,32.0,17.0,3.3,23.4,0.0,0.0,0.0,0.0,10.68
2013-02-26,-4.29,-12.0,70.2,-9.0,10.46,,,3.7,22.2,0.0,0.0,0.0,0.0,10.62
2013-02-25,-2.71,-8.0,72.7,-6.9,9.08,,,3.5,20.2,0.0,0.0,0.0,0.0,10.53
2013-02-24,-1.43,-10.0,60.0,-8.4,9.42,,,3.2,19.1,0.0,0.0,0.0,0.0,10.47
2013-02-23,-3.31,-12.0,71.3,-7.9,13.25,54.0,32.0,3.3,21.8,0.0,0.0,0.0,0.5,10.4
2013-02-22,-5.48,-18.0,67.5,-11.0,11.46,28.0,18.0,3.4,23.8,0.0,0.0,0.0,0.5,10.33
2013-02-21,-6.96,-19.0,81.8,-9.6,17.5,33.0,18.0,3.1,26.0,0.0,0.0,0.0,0.0,10.25
2013-02-20,-9.03,-21.0,80.2,-11.9,14.08,32.0,18.0,3.3,26.3,0.0,0.0,0.0,0.0,10.18
2013-02-19,-12.17,-22.0,81.6,-14.7,14.29,48.0,15.0,2.9,29.4,0.0,0.0,0.0,0.0,10.13
2013-02-18,-6.72,-20.0,77.7,-10.0,18.58,44.0,13.0,2.7,25.0,0.0,0.0,0.0,0.0,10.07
2013-02-17,-2.31,-11.0,78.6,-5.6,20.12,39.0,33.0,2.4,19.9,0.0,0.0,0.0,0.0,10.0
2013-02-16,0.75,-7.0,70.3,-4.1,7.29,,,3.8,18.5,0.0,0.0,0.0,0.0,9.93
2013-02-15,1.03,-11.0,65.2,-5.0,8.04,,,3.8,18.6,0.0,0.0,0.0,0.0,9.87
2013-02-14,-5.88,-16.0,66.1,-11.4,9.04,32.0,29.0,3.5,24.4,0.0,0.0,0.0,0.0,9.78
2013-02-13,-1.6,-12.0,69.4,-6.5,23.96,78.0,31.0,3.0,20.9,0.0,0.0,0.0,0.0,9.72
2013-02-12,1.71,-4.0,61.8,-4.9,9.38,57.0,29.0,3.8,16.1,0.0,0.0,0.0,0.0,9.65
2013-02-11,0.66,-11.0,61.0,-6.1,13.12,35.0,29.0,3.4,19.5,0.0,0.0,0.0,0.0,9.58
2013-02-10,-6.97,-16.0,78.7,-10.2,12.54,35.0,18.0,3.5,26.9,0.0,0.0,0.0,0.0,9.52
2013-02-09,0.11,-14.0,71.8,-4.5,22.67,56.0,32.0,3.0,18.6,0.0,0.0,0.0,0.0,9.47
2013-02-08,-3.68,-15.0,74.7,-7.8,9.58,,,4.1,23.6,0.0,0.0,0.0,0.0,9.4
2013-02-07,-9.67,-16.0,86.7,-11.5,2.71,,,6.1,27.7,0.0,0.0,0.0,0.0,9.33
2013-02-06,-6.76,-14.0,85.2,-8.9,5.38,,,5.3,25.1,0.0,0.0,0.0,0.5,9.27
2013-02-05,-6.56,-14.0,72.4,-10.8,6.21,,,5.0,25.5,0.0,0.0,0.0,0.0,9.2
2013-02-04,-0.39,-11.0,63.6,-6.6,15.25,57.0,31.0,3.2,19.7,0.0,0.0,0.0,2.0,9.13
2013-02-03,-1.05,-9.0,83.6,-3.6,7.62,,,3.7,19.4,0.0,0.0,0.0,0.5,9.07
2013-02-02,-1.99,-10.0,86.7,-4.0,10.29,39.0,32.0,3.6,19.1,0.0,0.0,0.0,1.5,9.02
2013-02-01,-2.12,-10.0,84.4,-4.5,8.88,,,4.0,20.2,0.0,0.0,0.0,3.5,8.95
2013-01-31,-13.22,-31.0,77.9,-16.3,7.25,,,3.5,32.5,0.0,0.0,0.0,0.5,8.88
2013-01-30,-23.71,-37.0,62.5,-28.9,10.5,32.0,35.0,2.8,41.5,0.0,0.0,0.0,0.5,8.83
2013-01-29,-25.69,-43.0,55.8,-32.0,19.79,52.0,32.0,2.4,43.1,0.0,0.0,0.0,0.0,8.77
2013-01-28,-14.89,-37.0,84.2,-17.0,15.29,50.0,4.0,3.7,33.4,0.0,0.0,0.0,0.0,8.7
2013-01-27,-10.0,-19.0,77.8,-13.3,4.88,,,4.8,27.4,0.0,0.0,0.0,0.0,8.65
2013-01-26,-7.64,-16.0,74.5,-11.6,6.25,,,4.7,23.6,0.0,0.0,0.0,0.0,8.6
2013-01-25,-3.59,-12.0,72.2,-8.0,8.25,,,4.3,22.3,0.0,0.0,0.0,0.0,8.55
2013-01-24,-11.45,-23.0,82.5,-13.8,3.96,35.0,16.0,3.9,27.9,0.0,0.0,0.0,0.5,8.5
2013-01-23,-13.74,-24.0,78.8,-16.6,20.83,46.0,14.0,3.3,31.6,0.0,0.0,0.0,2.0,8.43
2013-01-22,-13.38,-21.0,80.1,-16.1,8.42,,,3.1,31.1,0.0,0.0,0.0,0.0,8.38
2013-01-21,-14.2,-24.0,76.2,-17.5,7.38,,,3.0,32.9,0.0,0.0,0.0,2.0,8.33
2013-01-20,-21.33,-34.0,62.4,-26.7,6.67,33.0,34.0,2.9,40.1,0.0,0.0,0.0,0.0,8.28
2013-01-19,-12.34,-32.0,81.8,-14.8,13.38,41.0,1.0,2.7,32.0,0.0,0.0,0.0,1.0,8.23
2013-01-18,0.42,-21.0,66.1,-5.3,19.62,52.0,34.0,2.6,20.4,0.0,0.0,0.0,0.5,8.18
2013-01-17,-0.59,-10.0,84.8,-2.9,10.5,,,3.3,17.8,0.0,0.0,0.0,2.0,8.13
2013-01-16,0.05,-10.0,79.8,-3.1,13.75,41.0,32.0,2.8,17.4,0.0,0.0,0.0,0.0,8.1
2013-01-15,5.62,,57.3,-2.3,16.67,48.0,29.0,2.9,12.5,0.0,0.5,0.0,0.5,8.05
2013-01-14,-3.19,-18.0,89.8,-4.7,13.0,32.0,3.0,3.2,22.5,0.0,0.0,0.0,1.5,8.0
2013-01-13,-13.48,-21.0,91.9,-14.5,4.62,,,3.5,32.1,0.0,0.0,0.0,0.0,7.97
2013-01-12,-12.25,-23.0,85.3,-14.3,8.21,,,3.5,32.1,0.0,0.0,0.0,0.5,7.92
2013-01-11,-17.55,-27.0,83.3,-19.7,7.71,,,3.6,35.4,0.0,0.0,0.0,0.0,7.88
2013-01-10,-15.6,-28.0,83.3,-17.8,12.08,33.0,35.0,2.9,32.5,0.0,0.0,0.0,0.0,7.85
2013-01-09,-4.6,-16.0,80.5,-7.6,14.29,37.0,35.0,3.2,22.9,0.0,0.0,0.0,0.0,7.82
2013-01-08,-2.11,-10.0,64.3,-8.1,15.67,57.0,30.0,3.0,21.1,0.0,0.0,0.0,0.5,7.77
2013-01-07,-5.54,-13.0,64.8,-11.2,10.5,,,3.1,24.4,0.0,0.0,0.0,0.0,7.75
2013-01-06,-2.89,-10.0,75.2,-6.8,11.38,32.0,29.0,3.1,21.1,0.0,0.0,0.0,0.5,7.7
2013-01-05,-4.53,-12.0,74.5,-8.4,8.96,,,3.4,23.9,0.0,0.0,0.0,0.0,7.68
2013-01-04,-7.51,-14.0,85.1,-9.6,4.0,,,6.0,25.6,0.0,0.0,0.0,0.5,7.65
2013-01-03,-4.05,-11.0,65.4,-9.9,5.71,,,4.3,21.6,0.0,0.0,0.0,0.5,7.63
2013-01-02,-5.05,-13.0,64.0,-11.0,10.71,,,3.7,23.7,0.0,0.0,0.0,0.0,7.6
2013-01-01,-0.84,-10.0,62.1,-7.2,25.42,54.0,29.0,2.4,18.9,0.0,0.0,0.0,0.5,7.58
2012-12-31,-5.38,-16.0,78.5,-8.7,8.42,,,3.0,24.4,0.0,0.0,0.0,0.0,7.55
